names,labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Train\cocci\cocci.1158.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1158.jpg
Train\cocci\cocci.1159.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1159.jpg
Train\cocci\cocci.116.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.116.jpg
Train\cocci\cocci.1160.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1160.jpg
Train\cocci\cocci.1161.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1161.jpg
Train\cocci\cocci.1162.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1162.jpg
Train\cocci\cocci.1163.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1163.jpg
Train\cocci\cocci.1164.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1164.jpg
Train\cocci\cocci.1165.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1165.jpg
Train\cocci\cocci.1166.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1166.jpg
Train\cocci\cocci.1167.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1167.jpg
Train\cocci\cocci.1168.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1168.jpg
Train\cocci\cocci.1169.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1169.jpg
Train\cocci\cocci.117.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.117.jpg
Train\cocci\cocci.1170.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1170.jpg
Train\cocci\cocci.1171.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1171.jpg
Train\cocci\cocci.1172.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1172.jpg
Train\cocci\cocci.1173.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1173.jpg
Train\cocci\cocci.1174.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1174.jpg
Train\cocci\cocci.1175.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1175.jpg
Train\cocci\cocci.1176.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1176.jpg
Train\cocci\cocci.1177.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1177.jpg
Train\cocci\cocci.1178.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1178.jpg
Train\cocci\cocci.1179.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1179.jpg
Train\cocci\cocci.118.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.118.jpg
Train\cocci\cocci.1180.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1180.jpg
Train\cocci\cocci.1181.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1181.jpg
Train\cocci\cocci.1182.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1182.jpg
Train\cocci\cocci.1183.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1183.jpg
Train\cocci\cocci.1184.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1184.jpg
Train\cocci\cocci.1185.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1185.jpg
Train\cocci\cocci.1186.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1186.jpg
Train\cocci\cocci.1187.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1187.jpg
Train\cocci\cocci.1188.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1188.jpg
Train\cocci\cocci.1189.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1189.jpg
Train\cocci\cocci.119.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.119.jpg
Train\cocci\cocci.1190.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1190.jpg
Train\cocci\cocci.1191.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1191.jpg
Train\cocci\cocci.1192.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1192.jpg
Train\cocci\cocci.1193.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1193.jpg
Train\cocci\cocci.1194.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1194.jpg
Train\cocci\cocci.1195.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1195.jpg
Train\cocci\cocci.1196.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1196.jpg
Train\cocci\cocci.1197.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1197.jpg
Train\cocci\cocci.1198.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1198.jpg
Train\cocci\cocci.1199.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1199.jpg
Train\cocci\cocci.12.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.12.jpg
Train\cocci\cocci.120.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.120.jpg
Train\cocci\cocci.1200.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1200.jpg
Train\cocci\cocci.1201.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1201.jpg
Train\cocci\cocci.1202.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1202.jpg
Train\cocci\cocci.1203.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1203.jpg
Train\cocci\cocci.1204.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1204.jpg
Train\cocci\cocci.1205.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1205.jpg
Train\cocci\cocci.1206.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1206.jpg
Train\cocci\cocci.1207.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1207.jpg
Train\cocci\cocci.1208.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1208.jpg
Train\cocci\cocci.1209.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1209.jpg
Train\cocci\cocci.121.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.121.jpg
Train\cocci\cocci.1210.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1210.jpg
Train\cocci\cocci.1211.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1211.jpg
Train\cocci\cocci.1212.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1212.jpg
Train\cocci\cocci.1213.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1213.jpg
Train\cocci\cocci.1214.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1214.jpg
Train\cocci\cocci.1215.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1215.jpg
Train\cocci\cocci.1216.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1216.jpg
Train\cocci\cocci.1217.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1217.jpg
Train\cocci\cocci.1218.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1218.jpg
Train\cocci\cocci.1219.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1219.jpg
Train\cocci\cocci.122.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.122.jpg
Train\cocci\cocci.1220.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1220.jpg
Train\cocci\cocci.1221.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1221.jpg
Train\cocci\cocci.1222.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1222.jpg
Train\cocci\cocci.1223.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1223.jpg
Train\cocci\cocci.1224.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1224.jpg
Train\cocci\cocci.1225.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1225.jpg
Train\cocci\cocci.1226.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1226.jpg
Train\cocci\cocci.1227.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1227.jpg
Train\cocci\cocci.1228.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1228.jpg
Train\cocci\cocci.1229.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1229.jpg
Train\cocci\cocci.123.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.123.jpg
Train\cocci\cocci.1230.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1230.jpg
Train\cocci\cocci.1231.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1231.jpg
Train\cocci\cocci.1232.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1232.jpg
Train\cocci\cocci.1233.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1233.jpg
Train\cocci\cocci.1234.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1234.jpg
Train\cocci\cocci.1235.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1235.jpg
Train\cocci\cocci.1236.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1236.jpg
Train\cocci\cocci.1237.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1237.jpg
Train\cocci\cocci.1238.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1238.jpg
Train\cocci\cocci.1239.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1239.jpg
Train\cocci\cocci.124.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.124.jpg
Train\cocci\cocci.1240.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1240.jpg
Train\cocci\cocci.1241.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1241.jpg
Train\cocci\cocci.1242.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1242.jpg
Train\cocci\cocci.1243.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1243.jpg
Train\cocci\cocci.1244.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1244.jpg
Train\cocci\cocci.1245.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1245.jpg
Train\cocci\cocci.1246.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1246.jpg
Train\cocci\cocci.1247.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1247.jpg
Train\cocci\cocci.1248.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1248.jpg
Train\cocci\cocci.1249.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1249.jpg
Train\cocci\cocci.125.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.125.jpg
Train\cocci\cocci.1250.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1250.jpg
Train\cocci\cocci.1251.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1251.jpg
Train\cocci\cocci.1252.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1252.jpg
Train\cocci\cocci.1253.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1253.jpg
Train\cocci\cocci.1254.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1254.jpg
Train\cocci\cocci.1255.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1255.jpg
Train\cocci\cocci.1256.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1256.jpg
Train\cocci\cocci.1257.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1257.jpg
Train\cocci\cocci.1258.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1258.jpg
Train\cocci\cocci.1259.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1259.jpg
Train\cocci\cocci.126.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.126.jpg
Train\cocci\cocci.1260.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1260.jpg
Train\cocci\cocci.1261.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1261.jpg
Train\cocci\cocci.1262.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1262.jpg
Train\cocci\cocci.1263.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1263.jpg
Train\cocci\cocci.1264.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1264.jpg
Train\cocci\cocci.1265.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1265.jpg
Train\cocci\cocci.1266.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1266.jpg
Train\cocci\cocci.1267.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1267.jpg
Train\cocci\cocci.1268.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1268.jpg
Train\cocci\cocci.1269.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1269.jpg
Train\cocci\cocci.127.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.127.jpg
Train\cocci\cocci.1270.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1270.jpg
Train\cocci\cocci.1271.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1271.jpg
Train\cocci\cocci.1272.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1272.jpg
Train\cocci\cocci.1273.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1273.jpg
Train\cocci\cocci.1274.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1274.jpg
Train\cocci\cocci.1275.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1275.jpg
Train\cocci\cocci.1276.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1276.jpg
Train\cocci\cocci.1277.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1277.jpg
Train\cocci\cocci.1278.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1278.jpg
Train\cocci\cocci.1279.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1279.jpg
Train\cocci\cocci.128.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.128.jpg
Train\cocci\cocci.1280.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1280.jpg
Train\cocci\cocci.1281.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1281.jpg
Train\cocci\cocci.1282.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1282.jpg
Train\cocci\cocci.1283.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1283.jpg
Train\cocci\cocci.1284.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1284.jpg
Train\cocci\cocci.1285.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1285.jpg
Train\cocci\cocci.1286.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1286.jpg
Train\cocci\cocci.1287.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1287.jpg
Train\cocci\cocci.1288.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1288.jpg
Train\cocci\cocci.1289.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1289.jpg
Train\cocci\cocci.129.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.129.jpg
Train\cocci\cocci.1290.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1290.jpg
Train\cocci\cocci.1291.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1291.jpg
Train\cocci\cocci.1292.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1292.jpg
Train\cocci\cocci.1293.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1293.jpg
Train\cocci\cocci.1294.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1294.jpg
Train\cocci\cocci.1295.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1295.jpg
Train\cocci\cocci.1296.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1296.jpg
Train\cocci\cocci.1297.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1297.jpg
Train\cocci\cocci.1298.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1298.jpg
Train\cocci\cocci.1299.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1299.jpg
Train\cocci\cocci.13.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.13.jpg
Train\cocci\cocci.130.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.130.jpg
Train\cocci\cocci.1300.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1300.jpg
Train\cocci\cocci.1301.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1301.jpg
Train\cocci\cocci.1302.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1302.jpg
Train\cocci\cocci.1303.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1303.jpg
Train\cocci\cocci.1304.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1304.jpg
Train\cocci\cocci.1305.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1305.jpg
Train\cocci\cocci.1306.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1306.jpg
Train\cocci\cocci.1307.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1307.jpg
Train\cocci\cocci.1308.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1308.jpg
Train\cocci\cocci.1309.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1309.jpg
Train\cocci\cocci.131.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.131.jpg
Train\cocci\cocci.1310.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1310.jpg
Train\cocci\cocci.1311.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1311.jpg
Train\cocci\cocci.1312.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1312.jpg
Train\cocci\cocci.1313.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1313.jpg
Train\cocci\cocci.1314.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1314.jpg
Train\cocci\cocci.1315.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1315.jpg
Train\cocci\cocci.1316.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1316.jpg
Train\cocci\cocci.1317.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1317.jpg
Train\cocci\cocci.1318.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1318.jpg
